text,sentiment
"kartunya kw semua,katanya ori gimana sih",0
Gampang dipakai. Tekstur empuk.,1
Dapat sama seperti foto pembeli lain. Serumnya dipakai dingin tidak panas.,1
Kabel nya original hanya untuk iphone seri tinggi harus di bolak balik saat di cas baru bisa masuk,1
"- Bocor dari sambungan karet ke keran - dan Bocor dri tengah2 tempat drat karna gk rapat, mau di rapatkan gk bisa karna terasa sudah mentok",0
Orderan sesuai dan kualitasnya juga ok. Pengiriman tidak terlalu lama.,1
Tingkatkan lagi kualitas barangnya...Masih banyak benang keluar namun cukup baik,1
"Kualitas barangnya bagus banget, gampang dipasang, dan berfungsi dg baik. Packing aman. Very recommended!",1
Enak dipakai cocok dengan wajah sy...mantap,1
pengiriman dan baramg sesuai yg diharapkan,1
"selalu pilih daily masker onemed, tapi packing dan pengiriman harus lebih dipercepat lagi. top pokoknya. terimakasih",1
"barang sampai dengan cepat, packingnya rapi dan amat sekali, tidak ada bagian acrylic yang pecah. berfungsi dengan baik. semoga awet.",1
"tasnya bagus, ringan dan elegan. tapi sayang, dateng2 pas dibuka jahitan sebelah kanan sudah pada copot jdi lgsg saya bawa ke permak tas??",0
"GW PESEN APA DIKASIH WARNA APA, GILA NI YG JUAL",0
Perlu hampir 2 minggu buat packing dengan alasan overload... 2 MINGGU LOH 2 MINGGUUUUU,0
Pelayanan ga bgt deh. Saya pakai ekspedisi gojek INSTAN dari jam 9 pagi ternyata baru di proses pihak toko jam 3 sore.,0
"Barang sesuai pesanan, kondisi berfungsi dengan baik. Seller responsif proses kirim cepat. Recommended!!!",1
penjual tidak ramah,0
ga berfungsi dengan baik,0
Mantappp... Maaf ga sempet foto produknya. Makasih bonus pouchnya ka.. Semoga sukses selalu,1
kurang komunikatif,0
"barang aman diterima, yg paling seneng wanginya enak banget ??",1
"udahhh responnya lama . estimasi 11-12 Dateng ya 13. carabungkusnya ga rapih, dalemannya ristek pulaaa . kecewa sihh ini mah !!!!",0
Dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya. Untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali. Seller mohon diperhatikan kualitas produk sebelum dijual. Terima Kasih.,0
"Jelek banget lakbannya, sangat tipis dan terlalu lengket.. yg lengket malah 2 sisi yaitu bagian bawah dan atas jadinya sangat mengganggu... ??karna bisa mengakibatkan paket orang lain menempel pada paket kita dan penyok!??",0
produk yg bagus walau datang nya telat banget tapi gak kecewa lah sama produk dengan harga yg sangat murah,1
"barang tidak sampai, mengecewakan sekali",0
"Pengiriman cepat, packing aman, respon penjual baik harga oke lg promo. Terima kasih",1
jelek barang sampai disini udah rusak GK bisa jalan,0
"Barang yang dikirimkan tidak sesuai dengan orderan saya, ditanya pihak maxim tidak ada balasan sama sekali hanya dibaca saja. Dari pihak Tokopedia pun sudah dikomplain malah transaksinya selesai dan dananya diteruska ke Maxim. Lalu barang saya yang kurang bagaimana? Tokopedia bilang dichat saja. Pintar sekali jawabannya. Sudah saya komplain kalo penjual tidak merespon. Bobrok sekali sistemnya.",0
Barang bagus dan sesuai,1
Sudah kesekian kalinya pesen green screen di sini... Dan tetap selalu puas dengan pelayanan dan produknya????,1
Proses pengiriman mengecewakan. Sebagai customer sangat merasa tdk dibantu ketika bertanya penjual merespon dengan kurang baik. So sad,0
puas selalu belanja disini,1
"Mending cari penjual lain klo mau beli pet cargo, masih banyak seler lain. Dr seller berat di Markup 6,4kg. Asli nya berat cuma 2,2kg dr ekspedisi. Dg alasan dimensi. Padhal barang nya masih wajar karena dalam bentuk blm di install (kecil, ringan). Saya pernah beli di seller lain gada masalah dimensi sampai 6kg lebih.",0
"Mantap gan, barang mendarat dengan mulus. Kartu oke. Pemerannya lengkap juga. Ada buku panduan ama buku catetan buat moderator. Makasih gan.",1
"barang tidak sesuai gambar, kualitas seperti harganya, murahan. kapok belanja disini lagi.",0
Seller tidak ramah sedikitpun. saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya. Katanya harus check out ulang lg dgn dana lbh besar. Di deskripsi produk jg ga ada aturan ini. Ya ga mau lah nanti dikirim dua2nya sama seller rese macam gini rugi dobel nanti. Tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini. Very not recommended. Kapok!,0
"setelah minum jadi mual2, beda rasanya dengan yang biasa",0
"Ga guna, sebelum dilapis ini hrusnya dilapis kardus lah minimal.",0
Suara kecil sebelah.. ini produk bermasalah kaulitas kontrolnya. Gak rekomen.,0
Rasanya enak dan mengenyangkan Mirip bgt sama nasi putih biasa,1
Barang yg dikirim gak sesuai promosi. Mengecewakan sekali!!!,0
Touch screen lancar. Layar sensitif. Respon penjualnya top.,1
sellernya aneh.. jawabnya apa.. yg dilakuin apa.. ga singkron . ribet,0
Barangnya original ??. Berfungsi dengan baik.,1
"respon cepat,packing aman,banyak bonus nya.pemesanan yg ke 2x nya.trims agan sukses selalu",1
Udah sampenya lama bgd semingguan trs pas barangnya di coba malah patah. Sialan kan!,0
"Halo penerbit haru, bukunya sampai dengan cepat. Tapi pengemasannya sangat kurang. Mohon menggunakan bubble wrap supaya tidak terjadi kerusakan dalam pengiriman. Sangat disayangkan pengemasannya tidak ada pengamanannya. Jadi buku yg saya terima sedikit kurang baik. Terimakasih.",0
pesan 3 dateng 1,0
"Saya pesan meo, jelas2 tuna in jelly karena kucing saya sukanya itu.. dikirimnya tuna� bisa baca gak ya!!.. trus mau diapain doank??.. buang??.. kalau pesan harus sesuai doank.. barang kamu kosong?? Bilang!!! Jangan main ganti sembarangan�",0
Proses pesanan cepat. Packaging aman ??. Packaging rapi.,1
"barang yg dikirim tdk sesuai, harusnya cat kuku, yg datangnya eyesedo",0
"Barangnya ga sampe, ga ada return dari pihak yg bersangkutan",0
Bagus�sesuatu ekspektasi ???? recommended seller,1
"Isi lengkap, tidak ada yg patah, dapat dusnya juga, setelah dirakit berfungsi baik",1
"Sesuai pesanan, tidak ada yg rusak",1
Barangnya original ??. Kemasan disegel. Proses pesanan cepat. Respon penjualnya top.,1
ANCUR DAH PELAYANANNYA. GAUSAH KESINI DAH KALO GAK MAU KAPOK,0
Seller bertanggung jawab keren!,1
"dikirim tidak sesuai pesanan, proses lama sekali.",0
"sesuai pesanan yaa,lama bgt smpx tp Kualitas bahan mantap ??. Dijamin Termurah. Berfungsi dengan baik.",1
"check in nya gampang bgt, cuma kasih liat aja invoice sama KTP next, mau lah order voucher lagi di sini makasih",1
"belum dicoba, pengiriman lama",0
bungkusannya kaya dah pernah di buka asal aslan lecek smua fotonya,0
barang bosok! sekali Pake rusak.. mau claim dijawab berbelit ama adminnya,0
"Untuk barangnya sangat berkualitas, akan tetapi pengirimnya yang agak lama, terima kasih.",1
kurang bagus,0
pengiriman lamaaaaaaaaaaa banget hampir seminggu,0
"Saya pesan 18kg yg bentuk ikan, dikirim yg donat, kucing pada mencret",0
PO udah sebulan gak sampai cm d kirim voucher dan di janjikan minggu k 3 bulan juni di kirim .. cuman sampe skrg udh akhir bulan juni blm terima juga � di chat gak balas???,0
"Produk sangat bagus utk lantai marmer, dan parket. Lantai lgsg bersih dan kinclong. Penggunaan juga hemat.",1
Sudah diterima dan sesuai. Baguussssss,1
barang tidak bagus murahan,0
Box hancur!!!! Padahal customer beli untuk kado!!! Mengecewakan. Masa bungkus cuma pake plastik tipis? Toko besar tapi gak modal bubble wrap!!!!,0
"packing nya bocor,oli kemana mana kecewa.",0
beli 5 pd gosong semua.??baru apa bekas nih? biasanya beli ga gini. untung asuransi 90 hari.,0
entah knp skrg proses orderannya lama banget !!!,0
"Bagus kokoh, enggak yang lari larian rodanya",1
Packing good ??,1
njir dikasih barang pecah guoblok yg dagang.,0
nyaman bagus. ini udah turun size dari L yg kmren beli. yg size L mamaku yg pake. nyaman jg katanya. thanks mamaway :),1
order yang dual glass dikirim yang mono hddhh g jelas,0
"Sangat tidak puas dengan pelayanannya, barang yang dikirim bukan yang saya pesan",0
makasih ka barang ok,1
"harganya murce bgt, drpd jajan yg enggak enggak mending jajan emas untuk ditabung. seller gercep, dekat dr rumah jd kayanya bakalan langganan ini. terima kasih",1
"saya kecewa banget sih,pesan maroon, hijau army sama mint.. tapi tu semua dganti sama warna lain tanpa konfirmasi., semoga bisa lebih teliti n komunikasi dg pembeli jika barang tidak tersedia..",0
Mantap ?? Akhirnya bisa ngerasain juga main games dengan biaya murah. Terima kasih bosque� semoga tokonya lancar jaya,1
Ukuran sesuai. Ringan dipakai. Warnanya bagus ??.,1
pesanan sy tidak sampai ke rumah sy sesuai alamatnya.,0
"mantap, terima kasih seller. order kemarin sore, 24 jam sudah tiba k daerah garut. barang sesuai deskripsi",1
bagus. berjalan baik dan cukup silent. kokoh dan muat untuk laptop 16 inch,1
Barang tidak di dobel bungkus dengan plastik atau bubble wrap sehingga hancur saat diterima. Beruntung isinya masih lengkap. Namun besi nya penyok,0
"saya sarankan jangan transaksi sama toko ini, pesanan saya sampai saat ini belum dikirim... selalu bohong klo ditanya...",0
Barang ga sampai tp pesanan sudah diselesaikan karena otomatis,0
jam digital Unik ini lebih ke fungsi alaram yg lengkap.. syg tdk ad fungsi penunjuk tgl.bln dan tahun. petunjuk di deskripsi sangat membantu permudah mengenal fungsi2 jam alarm ini.. respon penjual dan pengiriman cepat.. thanks..,1
"Agak aneh aja sih seller minta ditambahin sebanyak 10x yg artinya 36rb, sedangkan di lapis hanya 2-3 lapis aja. sedangkan bubble aja 1 roll besar hanya 100rban aja. mungkin seller jualan bubble bukan jualan vga kali yaa?",0
Bahannya kurang kuat sehingga pada saat mau pasang ke quick mount malah patah mekanisme penguncinya,0
"Rasanya gak spt biasanya. Pembelian yg ke 3 ini ASIN KEBANGETAN !!! Udah gitu packingannya cuma dibuble wrap, tdk diberi dos spt biasanya, sehingga kripiknya banyak yg hancur !!",0
"barang sesuai, packing aman, pengiriman dan pengemasan cepat, blm dicoba, semoga cocok",1
pelayanan ramah. fast respon. cuma packing nya kok mohon maaf kerdus nya lecek lecek gitu ya. kurang rapih. overall oke lah. trims,1
"Ini expiry date nya 2020? kok dijual. sayangnya aku ga ambil video unboxing nya. Soalnya yaa.. ga nyangka aja gitu. Judul tokonya official' store.. dan waktu check barcode, ga ada dong, ga keluar itemnya, beda dg produk satu lagi yg ke beli berbarengan.",0
mantap barang nyaa aman alhamdulillah,1
puas banget...rekomendid banget blnja d sini,1
"sangat cepat responnya, sangat banyak membantu. terimakasih banyak",1
"TERIMAKASIH BANYAK UNTUK TOKO INI... saya kelupaan beli lilin ultah... jadi baru hari H-1 acara... syukur Puji Tuhan lilin bisa sampai tepat waktu, padahal dikirim keluar kota....",1
"sesuai dengan pesanan, bahan halus, kayaknya adem...",1
"Salah satu yang terbaik, packing rapih dan kualitas makanan sangat bagus",1
Waktu sampe udah rusak,0
"bahannya adem banget ini yang saya butuhkan ,, murah kualitas ga murahan thanks seller dan tokped",1
Barang bagus & sesuai deskripsi anakku senang banget!! Harga murah & pengiriman cepat,1
rusak 3 pcs gak bisa pakai karena packing asal,0
"barang sesuai deskripsi bagus, murah packing dan lainnya rapi, recommended bgt deh",1
"barang sudah sampai, packing aman pke bublewrap, pengiriman cepat, pesan kmren pgi, tdi pgi udh datang lgi, kurir ramah dan langganan, terimakasih tokopedia",1
sangat kecewa sekali,0
barang tdk di packing...hanya pake kantong plastik dan kaleng nya pd rusak semua....pengiriman sangat lama...saya sangat kecewa dan tdk akan belanja di toko ini.....parah sekali service nya,0
"seller responsif, packing aman & pengiriman cepat. sayangnya barang tidak dicek dgn teliti sebelum di kirim ke pembeli sehingga tidak sadar akan ada cacat produk. keinginan saya utk retur barang akan tetapi dikarenakan hari jumat saya harus pakai barangnya maka tidak saya retur",0
baru satu hari pemakaian kabel chargernya udah gabisa dipake,0
"semurah ini dan sebagus ini maaf ya telat baru ada kuota bajunya lagi dijemur,,,Ringan dipakai. Jahitannya rapi. Ukuran sesuai. Warnanya bagus ??. Bahan menyerap keringat. Tidak menerawang.",1
Pesannya hitam datang barangnya biru Kesal kali dan malas komplain,0
"Review jujur ya. Yg kasih bintang 5 mungkin biar masih dpt garansi kali ya. Buku nya fotokopian nya gk bagus. Dapet cd begini lagi. Kalo mau sekedar ambil buku cliff boleh lah, tapi kalo buat kenyamanan baca mending cari yg lain.",0
Mantap pengiriman instan. Seller fast respon,1
barangnya kurang sesuai dgn permintaan. sudah saya setujui berubah jumlah dan ukuran tp ternyata dikirim ada yg dirubah lg tanpa persetujuan,0
Modelnya keren. Ukuran sesuai. Bahan berkualitas. Potongannya rapi. Bahan menyerap keringat. Warnanya sesuai.,1
"sablonnya pudar dan tipis bahannya tipis,but worth it for the price",1
Barang yg dikirim patah tdk bisa digunakan,0
"sudah sampai terima kasih y, tp sdkt mengecewakan krn paketqu G di packing dos,cuma bubble sja, pdahal sy sdh atc dos + bubble",0
Barang bagus packing rapih mantap. Biar bintang yang berbicara,1
"Stik berfungsi normal. Sudah coba connect ke PC windows, maupun macOS (bigsur) semua aman. Plug n play di steam dan apple arcade. Packaging rapih, seller fast response.",1
"pesennya tosca, yg datang ungu, hehehe tp soal produk tdk diragukan lg, memuaskan Kualitas Product Bagus.",1
"Layanan Seller Sangat JelekTidak ada pemberitahuan di deskripsi Toko atau di deskripsi produk kalau Order diatas Jam 12 di proses besok Karena alasan OVERLOAD Penjual telat memproses order..Konsumen Tidak mungkin memahami kasus overload ? seharusnya kalau overload, produk tidak di munculkan atau toko stop terima orderan..JANGAN KONSUMEN jadi korban overload SellerSaya order dengan ONGKIR REGULER tapi hasilnya sama dengan FREE ONGKIR... ini namanya bentuk penipuan ke konsumenTokopedia sebagai platform harusnya berhati hati dengan seller yang tidak memberikan pelayanan terbaik",0
sudah diterima dengan baik. terimakasih,1
puas mantap luar biasa cepat sampai rekomendasi belanja disini,1
"kecewa belinya asli, packing berantakan, kardus penyok, bawahnya udh kuning-kuning kaya bekas di pakai, kecewalah pokonya, tolonglah di bagusin..",0
"Produk sesuai, pengiriman cepat, packing aman, recommended seller????",1
"barang ok, pengiriman cepat, packing aman",1
"Hmmmm barang kurang kokoh, tidak bisa utk menyimpan barang berat. Doyong. Kemahalan utk tingkat kekokohan seperti ini� sorry �",0
SUDAH 4 X BELANJA TP YG INI SANNGAT KECEWA SEKALI,0
Efektif membunuh hama. Barang sesuai deskripsi. Packaging aman dan bagus.,1
baru dibuka tapi bentulnya aneh. kaya udah meleleh tapi dibekuin sendiri padahal baru buka dari pengiriman,0
"Tipis bgt, jelek",0
"Barang pecah bagian atas , kecewa",0
"Bersih dari debu, sekali jalan, bagus... dan pengiriman ok sih rapi dlm box",1
gabisa di pakai kcewa dahhh,0
yg dikirim russakkkkk guys ampun dahh,0
tidak sesuai dengan gambar,0
"barang sesuai, packing aman, cepat sampai.",1
"sesuai dengan harga , lumayan lah lebih kencang dari speaker hp",1
gak fungsi walau udah di charge seharian. apes aja ini mah,0
bagus bgt bukunya. suka. makasih,1
Paking tidak rapih jebol,0
"Gueeeercep pol! nanya2 di jam 9, jam 10 transaksi, jam 12 barang udah sampe dari tangerang ke sudirman. packing terbukti aman karena saat pengiriman terjadi hujan (instant courier), pas unboxing isi paket tetap kering! sukses terus gan! recsel!",1
uda pembelian ke2 nihh,1
Pasangnya gampang. Bahannya kokoh . Barangnya original ??. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Respon penjualnya top. Penjualnya ramah banget.,1
selang nya bolong ada 2 titik. harusnya sebelum kirim di cek dulu.,0
"Bukunya bagus, original tapi sayang dapet yang binding bagian bawahnya kurang bagus",1
"penyok2 kardusnya, kayak beli pensil warna bekas",0
"Belum sebulan pemakaian, lampu pada jam dan indikatornya sudah mati dan tidak berfungsi lagi. Padahal jam tidak pernah jatuh atau terkena percikan air. Sebelum mati, jam hanya bisa menyala paling lama 3 hari setelah batre dicas penuh jadi tidak sesuai dengan iklannya yg bisa bertahan belasan hari",0
selangnya robek. tasnya jg robel di sudut,0
pesanan tidak sesuai ukuran.,0
Sangat mengecewakan dan tidak profesional..niat membeli layar hp yg terkirim speaker i phone 6,0
lampu mati tidak mau nyala minta di revan,0
"Harga affordable, respon seller cepat langsung kirim. Warna sesuai dan cat ga ngapur. Mantab",1
Ukuran sesuai. Nyaman dipakai si kecil. Bahannya tebal. Jahitannya rapi. Modelnya kekinian. Packaging-nya rapi. Proses pesanan cepat. Packaging aman ??.,1
"Pesannya warna putih, datengnya abu2. Ini sudah kedua kalinya, yg pertama saya balikin ke gudang sarinah trs ternyata warna putih nggak ada jadi saya di refund uang. Yg kedua pesen lg warna putih datengnya abu2 tp ya sudah lah, saya sudah lelah",0
"sngt mengecewakn, berhrap dpt hadiahnya ternyata tdk ada, sblm belanja sy chat ke pusat, ternyata dikirimnya dri kantor cabang. sy tahu nya bhw sy belanja nya di off.store bukan dri cabang, pengirimn dri kntr cabang tdk ada promo hadiah.., jdi yg mau beli produk susu, jk di etalase ada hadiahnya tanykn sejelas2nya dikirim nya drmn,kt sebgai konsumen harus jg kritis, biarlah hnya sy yg kecewa.jgn ikut yg lainnya yg sdh langgann minum susu ini.tetap sehat.",0
tdk sesuai warna pesanan,0
Bagus banget kabel nya ada rgb nya pengiriman nya juga cepet. Terima kasih banyak.,1
"Barang ada yg tidak dikirim, penjual janji akan dikirim pada saat sy order berikutnya. Tetapi sampai order ke2 dateng tidak disertakan juga kekurangan barangnya. Penipu sellernya.",0
Produk dan Layanan Bagus serta terpercaya,1
"brg yg diterima tidak sama dgn yg di etalase toko, tipis seperti kotak nasi padang, pdhl dikira tebal krn utk kirim kado ke luar kota...",0
Barang sesuai pesanan dan dikirim cepat,1
Beli obat diikrim dus kosong maksdya apaan nh mau tipu konsumen apa masdya,0
"Sblmnya maaf boxnya gasempet difoto, tapi packingnya rapih bre ?? walau bukan pakai bubble wrap, tpi tebel dan aman dari guncangan dan benturan padahal isinya juga kokoh ?? Harga udah murah, pelayanan juga terbaik dari sellernya, gila sih pokoknya Juara sih ini ???? Build nya kokoh besi, dan kontrolnya agak sulit btw krn hanya cukup control di sikunya, tapi kalau dh terbiasa sih enak aja.",1
gimana mau dipake ?? orang buat letak hpnya aja ngga ada... percuma,0
"recommended, fast print fast response",1
"produk tidak layak dimakan, sudah jamuran beberapa pcs, padahal tulisan expired date masih 1 bulan lagi. harap di qc ulang semua produk makanannya agar layak dimakan konsumen.",0
"barang bagus cm ternyata kecil gk seperti yg di bayangin, tp anak q suka, cm yg kecewa kabel chargernya gk ada",1
BARANG TIDAK SESUAI PESANAN.. DIMINTA GOLD MALAH D KIRIM WARNA PUTIH DAN MERK LAIN!!,0
"Jahitannya rapi. Warnanya cantik ??. Ukuran sesuai. ..semoga tetep amanah...sukses selalu,mksh",1
"pesen hitam dikirim putih..parah. mau direturn ngga keburu, soalnya barang tsb buat kado ultah hr ini. Makanya saya pake same day. Padahal sdh sy ingatkan loh, tolong dicheck dulu sebelum dikirim...",0
Cat nya jelek banget.. detailing nya jelek parah.. murah sih.. tapi ya gitu.. jelek,0
ada yg patah gantungannya,0
Jelek banget!!!!,0
Barangnya ringkih bgt. Saya baru pake udh penyok. Pdhl saya pake untuk mesin cuci 7 kg. Maap.,0
Alat mudah digunakan Barang sesuai deskripsi Packaging aman dan bagus pokoknya rekomend,1
sangat tipis.kecewa sekali.,0
mantap rekomendasi dah thank's,1
lumayan ckup bgus sesuai hrga lah ya agk tipis yg hitam tp bgus kok semoga gk rembes dpake hujan2,1
"untuk kalian yang beli buat windows 10 saya saranin jangan, karena saya coba di windows 10 mencet mencet sendiri terus padahal stik ps2 saya masih baru, dan di coba di ps2 baik baik saja",0
produknya sekali pakai doang setelah itu rusak... kecewa bangettt,0
"barangnya sih bagus,,, cuma sellernya aja yg nyebelin... maksudnya pengen ganti alamat doang,,, tp malah ga bisaa",0
"Packing seadanya, bubble hanya selapis saja ditambah lapisan plastik, hasilnya barang diterima dalam keadaan patah.",0
"Kurmanya bagus, dagingnya empuk dan tebal. Mau coba pake buat bikin kue. Bakal langganan nih, semoga kualitas kurmanya bagus terus ya. Terima kasih seller!",1
"MAC HANCUR, PADAHAL SUDAH ADD BUBBEL. KRN KARDUS CUMAN NEMPEL DOANK DI MAC, JD KETINDIH2 PECAH",0
"oke sih ini. bahannya enak buat dipakai. tebal tipisnya jg perfect buat sy, ga ketebelan ga ketipisan",1
"pantes murah bubble wrap nya tipis, kirain tebel. nyesel order dimari!!",0
kecewa dengan pelayanan toko ini. ada barang bermasalah disuruh tekan komplain tetapi kenyataannya ribet dibelakangnya. kapok belanja disini. barang hanya senilai 7rb tetapi minta video sampai 3x & barang tidak berfungsi masih saja menolak komplain. semoga berkah,0
"Emang harus hati2 belanja online ya, kayanya pas Beli ga ada tuh foto mukena �kombinasi�, tiba2 dikirim beda sama foto awal. untung tes Beli 1 sebelum beli puluhan untuk dikasih keorang. Cukup sekali aja Beli disini. Semoga bisa nemu toko yg amanah",0
"Waaah seneng bgt beli peralatan tulis di Joyko, lengkaaap, barangnya bagus semua, harga terjangkau, sellernya fast respon, anak2 happy, top deh pokoknya ???",1
"full hd dan 2k hasil video nya masih noisy gak gitu jelas pun, ada harga ada rupa, overall masih acceptable di range harga ini.",1
"Pembelian kedua, sayang kabel ga sesuai, jadi beli kabel dulu. Tapi produk masih ok, berfungsi dengan baik. Terima kasih.",1
Saya tulis ukuran yg di butuhkan 4 macam... yg saya terima ini hanya 1 macam... ngga bisa kita pake semua...,0
kecil tipis dan kualitas jahit buruk,0
"tidak dikemas dobel plastik seperti beli gorengan, dan jahitan ada yg tidak rapih.",0
Barang yg dikirim tidak sesuai motifnya dg yg dipesan kmd diminta untuk mengirim balik brg tsb untuk ditukar tapi tdk sy lakukan krn terlalu banyak effortnya kekurir dan bayar ongkir lagi yg semuanya bukan krn salah customer tapi seller yg ceroboh mengirim.barang tp customer yg kena ongkir retur dan effort tuk ke kurir ditengah pandemi,0
"Suara noise seperti saat sedang mencari saluran radio dan agak meletup2 sangat mengganggu, padahal sedang berada pada mode bluetooth untuk mendengarkan musik. Bikin sakit telinga.",0
"penjual tidak amanah, minta masker warna abu dan hitam,di kirim abu semua",0
Sudah diterima dengan baik. Produk sesuai dan nyaman dipakai. Terima kasih.,1
"Pelayanan cepat, barang sesuai dan service bagus",1
"Parah, padahal di note sudah di kasih kalau chip di bagian belakang desain dan kalau bisa ga ada logo bca/flazznya, ga diliat sama sekali kayaknya notenya hadeeeeeeeeeeeeeeeeeeeeeeh ??, penjualnya jg kaga ramah mo ngasih tau sekedar negor langsung ngomong return aja, seolah olah complaint karena mau direturn atau di ganti duitnya padahal dikritik biar lebih baik kedepannya, bukannya minta maaf udah salah malah sok ga butuh pembeli, sumpah kesel bgt ama ini penjual sombong parah",0
"Mantab, murah dan berkualitas",1
"harga emang ga bohong. gampang patah, jadi bagi yg kerjar kualitas tidak disarankan, tp bagi yg kejar murah silahkan...",0
"Fast respon, pengiriman cepat",1
topi nya lembut tapi warna tidak sesuai dgn foto,1
Bagusss bgt ikannyaa.. ????,1
kecewa penjual ga tanggung jawab komplen berhari� gada solusi,0
"Toko paling ga niat jualan, beli tanggal 17, baru dkirim tanggal 21, barang sih bagus .. tapi pelayanan ngga banget, sesuai review di bawah",0
"Terima kasih, Spatoeid. Packaging rapi, aman dan pesanan komplit??",1
Admin slow response. Konfirmasi ketersediaan barang lama sekali. Bonus gift yg dikirim juga ga sesuai,0
lumayan sesuai harga makasi,1
Barang yg di pesan sesuai dan packing rapi,1
Sesuai pesanan,1
"Respon kurang, brg tdk sesuai deskripsi dan tdk ada solusi / tdk ada respon akhir dr si penjual",0
Seller fast respon. Pengiriman super cepat,1
mantap cepat tepat,1
"Mohon maaf saya kasih bintang 3 karena ada beberapa kendala : 1. Tidak disertakan batery di nunchaku sedikitpun ataupun intruksi menggunakan batery jenis apa. 2. Mohon dibuat panduan ringkas ketika di menu awal untuk mulai permainan harus kemana dan nantinya tampilan seperti apa karena dengan tidak ada Panduanya seringkali hang,USB tidak terbaca bahkan gambar semut yang solusinya USB tersebut dilepas dan dipasang kembali baru bisa. 3. Untuk sensor saya mendapat sedikit retak untuk kedepanya mohon bisa di infokan bila ada minus",0
mending jangan di beli habisin duit lagi lengket sama sekali,0
"pengiriman cepat, packing rapih, buku masih tersegel dengan aman. terimakasih banyak.",1
Yg beli wiskas junior bau bangke.. kucing gk pd doyan,0
BANYAKK RUSAKK DAN LECET NYAAAA !!!!,0
"BELI PEPSODENT PAKET 4 PCS TAPI YG DIKIRIM 2, DI COMPLAIN MALAH MINTA VIDEO UNBOXING. GUE TAU ISINYA KURANG KARNA GUE BUKA PAKETNYA! WEY KALO GUE TAU ISI PAKETNYA KURANG UDAH GUE BUAT VIDEO DARI AWAL!!",0
Bahannya nyaman ??. Beban tersebar merata. Bahannya fleksibel. Gampang dipakai. Desain ergonomis. Nyaman di punggung.,1
"Respons cepat, barang OK semua. Terimakasih seller dan toped.",1
Tipis banget dan talinya beneran sekendor itu tapi tali ga masalah si yang penting ketebalannua. Ini sama aja tebelnya kaya masker yg wrna biru/ijo itu. Awalnya baca komen ga percaya soalnya evo lumayan mereknya. Ternyata beneran tipis bngt.,0
barang bagus kualitas oke,1
pas untuk ukuran kaki 46 juga. bahan sesuai dengan harga. dan cukup tebal,1
"Paket sudah diterima dan di test, lancar tanpa macet, pokoknya recommended buat yang byari printer connect cash drawer, ya panda aja, setting nya jg gampang",1
"Seller 2x masalah dalam pengiriman barang. Pertama, saya beli 3 macam barang yg di kirim cuman 1 macam. Kedua, barang yg kurang sudah dikirim tetapi tidak seusai pesanan saya. Alhasil cuman 2 barang yg saya pesan yg nyampe. Ngasih resi jg tidak sesuai di pengajuan komplain, admin slow respon, official store ga menjamin deh",0
"Baru mau di pake, clipnya copot",0
Dijualnya barang yg udah mau expired.. Pantesan aja koq murah..,0
Packaging simpel. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Respon penjualnya top.,1
"respon cepat, gosend ke Pamulang cepat, dapat diandalkan tepat saat dibutuhkan, kualitas okeee bgt untuk harga segitu, hasil juga cukup memuaskan, thank youuu",1
"pelayanan nya TOP , after sales service bagus ????????",1
"kualitas suara bagus, kualitas built jg bagus, dan kualitas battey ok banget. cuma kekurangannya 1, dia ngga ada mic spertinya... krn device saya tidak detek mic, jd kalo dipake telponan hrs ttp pake mic internal dari device. Tapi enak buat sekedar denger musik, nonton dan maen game",1
tidak bisa hidup,0
Barang sesuai pesanan,1
Menggunakan bahan alami. Tidak memicu alergi. Tanpa bahan pengawet. Aman untuk bayi ??.,1
proses & pengirimannya cepat. warna sesuai pesanan hitam doff. tapi kenapa doffnya ada yg bocel� ? jd nga sesuai ekspektasi deh ??,0
"jumlahnya pas 40 pcs, buat ngiket rambut juga pas ga kekencengan cuma ya kalo boleh saran tambahin bubble wrap biar lebih safety, pouch nya kegunting jadinya :( pengemasan juga agak lama",0
sampai dengan selamat,1
Nyaman dipakai.,1
saya beli 5..yg 2 ada kabel charger..3 lagi tidak ada..jadi gimana?,0
Paketan nya sudah 9 hari belum sampai jg penjual d hub tidak bisa,0
"Wanginya ga sesuai harapan, kaya bau ikan teri",0
Produk sesuai deskripsi??. Variasi produk beragam. Berfungsi dengan baik.,1
masa baru dateng langsung rusak,0
ternyata barangnya kw kirain beneran promo,0
Teksturnya keras. Hasilnya awet. Beneran waterproof. Gampang dipakai. Gampang dibawa-bawa. Proses pesanan cepat. Penjualnya ramah banget. Packaging aman ??. Packaging rapi. Respon penjualnya top.,1
alhamdulilah jilbabnya bagus nggak nerawang dapat diskon juga dari tokped makasii seller,1
Lama pengirimannya.,0
bahannya sedikit kaku. tapi gpp tebal,1
infra red nya jelek suka mental ke mana2,0
