text,sentiment
ok lah haha .,1
pengiriman dan respon super cepat . tpi barang tidak sesuai gambar kuat untuk menembus jok motor,0
pengiriman cepat barang . sesuai deskripsi,1
"barang bagus , pengiriman cepat karena pakai go send yang instant courier terbantu sekali terima kasih ya",1
penjual sangat responsif dan produk sesuai deskripsi,1
minta warna putih dikasih hijau . seller banyak alasan babibu,0
"sama sekali ga bisa dipakai , pas dicolokin ke laptop nyala abis masukin cd tidak terbaca mau dikeluarin saya masih didalem external ini hadeehh jadi nambah urusan",0
"baterai baru sehari udh bau gosong , untung ga meledak",0
"fast respon , sesuai pesanan chocolate fudge rasanya mantap",1
"kualitas ok , produk sesuai gambar",1
"kecewa bangett beli dan bayar di tanggal 1 agustus 202 , 5 september barang masih belum diterima . melakukan complaint setelah 2 minggu dr pemesanan krn sabar dipikir ada kendala udh hampir sebulan dibilang follow up terus tiba status pesanan yg tadinya malah selesai ngga paham jdnya ini gimana penyelesaiannya",0
barang sesuai gambar . thanks bossque,1
terlalu ringan . ada suara glodak saat di hidupkan ga proper sbg penyedot debu baik setara murmer hanya design saja yg dijual,0
"orng nnya responnya jutek bgt , biasa aja kali saya cm bertanya ga ngajak debat sombong penjual kyak bgini .",0
barang sesui pesanan tapi di coba mudah mudahhan normal,1
"barang sudah sampai , proses dan pengiriman cepat sesuai pesanan . thankss",1
"baarang oke , pengo roman cepat",1
"tebalanya sesuai dg diskripsi , tapi akrena tebal justru bikin mark kalau habis dipakai tumpuan lutut atau kaki tangan . so far ok banget",1
"sesuai dengan deksripsi barang original , mantap packing lumayan baik .",1
"respon cpt , packing baik recomended seller",1
toop lah pokoknya respon penjual ramah dan baik,1
no good tidak puas,0
"dua duanya seller katanya mau diganti tp ditunggu sampai hari ini gak ada , padahal ud langganan disini klo pas sincia",0
bagus jg sayang kekecilan ukuranya,1
"barang sesuai pesanan dan tepat waktu , gan",1
lama pengiriman . atc di hari itu juga tpi gak kirim beberpa hr dlu br,0
"barang sdh sampai , good . thx gan",1
"yg satu ga bisa nyala , putus suaranya",0
"sangat kecewa sekali , tidak profesional sama . sy beli 2 dikirim cuma 1 dan tdk ada info apapun dari penjual",0
"mantap , sampai bsli dgn slamatt",1
"kain jarik nya tipis banget . kalo untk acara resmi lebih baik cari yang lain aja , ada harga emang kwalitas",0
bagus . sesuai penawaran,1
paket otak bandeng tiba . tadi sore jam 5 dikirim kemaren siang alhamdulillaah masih ada 3 potong es belum mencair total nya jadi bandengnya bagus dimkn utk buka puasa tq enak sukaa agak pedas dikit yaa beli 2,1
bintang yg pastinya brg sesuai deskripsi dan selalu pengiriman sampai tujuan,1
"bagus , harga murah .",1
tipis banget dan transparan,0
barang sesuai deskripsi enakk dan lezat semoga makin sukses untung y bos,1
"beli 3 tapi ada satu barang yang rusak , malah disuruh benerin sendiri",0
biarkan bintang yang bicara,1
respon cepat . very recommended,1
sip barang sesuai dgn deskripsi,1
produk sampai . packing aman kualitas ? tunggu 3 bulan lagi,1
barang bagus sesuai harga makasih,1
"bau parfum coffeenya kurang enak , untuk alat nya banyak baret",0
"puas , gan . cuma sayangnya agak kekecilan padahal ukuran itu yang biasa saya pake",1
"sesuai gambar , terimakasih . salam kepuasan pelanggan",1
sepatunya bagus .,1
"pengiriman lama pake banget , pas dateng hp kyk kegores di layar speaker pecah suara tlp kecil pdhal sdh maksimal settingannya colokan headset g bisa kepake . rekomended",0
diskon nya ternyata sesuai dengan harga,0
paket sudah ala kadarnya,0
alhamdulillah barang sdh sampai . makasih om,1
kalkulator nya mati satu tolong kak sebelum di kirim barang tes dahulu,0
respon cepat pengiriman dan sesuai dengan deskripsi,1
sdh diterima dan dites dgn baik,1
maaf barangnya kurang bagus filternya di pakai 1x udh lepas . kecewa,0
"kaitan tempat hp dan gagangnya gak klik , agak ngeri untuk di jalan bisa lepas .",0
"parah , padahal di note sudah kasih kalau chip bagian belakang desain dan bisa ga ada logo diliat sama sekali kayaknya notenya hadeh ? penjualnya jg kaga ramah mo ngasih tau sekedar negor langsung ngomong return aja seolah olah complaint karena mau direturn atau ganti duitnya dikritik biar lebih baik kedepannya bukannya minta maaf udah salah malah sok butuh pembeli sumpah kesel bgt ama ini penjual sombong",0
"trimakasih responya cepat , kirimanya sudah di terima . barang sesuai yang harapkan",1
ada satu kurang kabel . jadi tolong lebih teliti lagi dalam pengiriman nya,0
"barang kawe ya . kurang berfungsi , ga bisa baca memori gak bluethoot tadinya sy pikir asli ternyata bukan",0
barang tidak sesuai yg diiklannkan . sdh di tukar baru tapi sama payahnya peka dan copartble untuk beberapa merk,0
service mengecewakan .,0
bahan biasa gak seperti yg dibayangin,0
cute . affordable,1
packing yg baik dan pengiriman cepat . enak kentang nya,1
"orderan pertama rongsok , nyesel banget irder ditoko ini . harusnya nunggu oertama dateng dulu baru order lagi dan bener aja kedua juga dapet barang klo masalah pengiriman lama masih bisa di toleransi lah tongsok jual tolong dong diperbaiki kualias jualannya percuma beli ngak dipake uangnya emang seberapa tapi kepercayaan pembeli dijaga agar berfaedah buat yg berkah terus packingan jgn cuma bubble wrap domg ada biaya asuransi",0
rasanya enak mantap . ga usah jauh ke surabaya untuk beli ceapt banget sampainya makasih ya,1
"mantabs cepat sampai barangnya , terima kasih bos",1
selalu suka salad di sini,1
pengiriman lama banget parah,0
produk oke banget dan sesuai deskripsi . pengiriman cepat,1
udah di pasang dan pas ukuranya mantep bisa pantau map gan makasi,1
barang sdh diterima dan berfungsi . thanks,1
"works fine . respon seller cepat , barang berfungsi dengan baik recommended",1
gak ad barang mohon diperbaiki pelayanannya . hargai pembeli jangan asal kirim pesanan kl ada atau sesuai nanya dulu sharusnya masih mau,0
relatif cepat tetapi ada baiknya untuk check qualitas barang sebelum kirim cz baru d pake kabel konslet,0
barang dah sampai packing rapih terimakasih,1
"barang sesuai , mantap . perbaiki respon pengiriman ya gan biar tambah sip thx",1
terima kasih barang sudah sampai .,1
"good , and recommended seller",1
pengantaran cepat cuman barangnya udah tidak lengket bgain biru dan kuningnya,0
kecewa bawa tidak sesuai pesanan pesan yg datang cuma 8 botol,0
sayang sekali mau tukar kerana ada yg tak fungsi tapi mahal di ongkir,0
bintang saja yang berbicara,1
mouse sesuai deskripsi . dan bs digunakan,1
barang nya ga dateng tpi tulisannya sudah datang,0
semoga kasih sudah di bantu kirim gosend,1
ga tahan lama . mgg setelah beli sudah rusak,0
"barang murah , kualitas sesuai",1
"reaksi penjual sangat cepat , deliverinya juga",1
recommended . komunikasi lancar instruksi jelas gampang diinstall ke sini lagi terima kasih,1
pesanan tidak sesuai deskripsi . pesan dikirim,0
rasa enak bgt . tekstur masih terlalu keras utk anak usia 1 tahun,1
"produk sesuai , pengiriman cepat",1
mengecewakan barangnya yang datang,0
"sangat kecewa beli barang disini , sudah 1tahun lebih jual di tokopedia baru toko ini yg bermasalah tidak sampai dan bertanggung jawab nyesel juga udah kasih bintang 4 terimakasih .",1
"pelayanan oke . order pagi , siangnya udah sampe via go send barang sesuai deskripsi",1
udah di coba berbagai merek hp kadang berpungsi enggak .,0
"bagus gan , pas banget sama kangaro ts r",1
prod . sdh diterima tapi sayang kali ini seperempat bagian hancur krn ketekan,1
"ukurannya kekecilan , next buat yang lain lebihin 1 ukuran dari sepatu biasa kalian pakai .",0
thank u good quality .,1
pengiriman cepat . packig rapi,1
kecewa sih pesannya iya tapi berasa . itu celana xl kecil amat heedewhh bikin sama ini toko mana bahannya tipis juga,0
barang udah datang tapi belum di tes . overall ok,1
ukuran dan warna sesuai dgn foto . bahannya bagus sudah dipakai beberapa kali tetep sepertinya awet mantap,1
not bad lah .,1
ini dah order yang ketiga atau keempat,1
penjual lambat respon . barang lama dikirim keburu basi nih balon,0
"datang barang bagian samping agak bonyok dan terbuka , pas bongkar beberapa sekat ada yg terkelupas terkena gesekan entah karena apa . juga satu yang tidak rapi pada press resin nya untuk depannya penyok resinnya semoga kedepannya bisa di check lagi quality controlnya tingkatkan",0
tidak bisa gk mau nyala,0
barang bagus kualitas oke,1
barang pecah dikirim,0
makasih ya gan barang ok smoga awet,1
"topp markotop , barangnya kereenn .",1
barang sudah sampai dengan selamat dan sesuai pesanan tapi belom dicoba . semoga berfungsi tanpa ada masalah thank you,1
baru dipake sekali sobek pantatnya . padahal agak kebesaran sizenya,0
"barang sesuai pesanan , pengiriman cepat recommended seller",1
"pas dateng lem nya kebuka , dicobain uda rada alot",0
kenapa barang yang datang tidak sesuai saya pesan ? sudah terlanjur tekan transaksi selesai . mudah mudahan pesanan sedang proses dengan,0
response pedagang cepat dan sesuai espektasi . recommended seller,1
isi tidak penuh dan ada wangi nya . segel hanya pakai solatip seadanya,0
"pretty shoes , nyaman juga dipakainya . semoga awet ya",1
"tolong d perhatikan sblum kirim pak , order cream custard yg datang poundcake .",0
suka banget ikannya seger legit,1
bajunya kok gak sesuai dg fotonya . bahkan mereknya ada digunting,0
pengiriman cepat . brg packing oke seller responsive,1
susah nya gak jelas . dan yg 1 lg bisa ketemu bluetooth,0
bagus . sesuai dengan deskripsi,1
pesanan gx sesuai dgn yg d gambar,0
baranngg mantapt,1
"crispy dan harum aromanya recomended , sdh reorder",1
paket sudah di trima . thanks,1
"mantap , kualitas lumayan lah",1
sudah sampai bos barangnya meluncur dengan selamat thanks,1
cepet sampe walaupun dibungkus ala kadarnya .,1
brang bagus . sesuai pesanan,1
"kecewa , kt nya berat gr ternyata cm rugi lah utk dijual lg soalnya",0
sendal nya bagus tapi masih agak kegedean .,1
saya sudah coba selama 2 hari lancar cepat dan baik thanks yaa,1
kualitas ga bagus . tidak bsa untuk poe router cma kedip aja ya sesuai sih sama harga,0
suka dengan bardi ini . membantu banget matiin beberapa alat pas jam nya tidur dan hidup di pagi hari dirumah sudah pakai seperti akses sangat mudah walau diluar rumah keren ?,1
"setelah menunggu dr retur , akhirnya dtg jg . baiknya sebelum kirim pastikan kondisi jam dalam keadaan baik sehingga pembeli pun tdk dirugikan dgn waktu dan biaya update dec baru coba dipakai hari ini sebagai hadiah natal keponakan saya ternyata bermasalah lg tidak hidup kembali merasa malu tp mengecewakan",0
pengantaran bagus cuman bikin rubber bat tambah rusak kw ?,0
"barang telah saya teriam dalam keadaan baik . namun , jika berkenan apakah produk ini bisa ditukar ? karena kekecilan di kaki trims",1
"bau makanan tidak nyaman , dan rasa enak .",0
ok sesuai . cepat,1
pengiriman lambat pisan,0
mantap gan cpt bgt trf sampe padahal pke jne reg,1
tidak bisa gk mau nyala,0
"barang yg dikirim ternyata cacat produk , sisi satunya lepasan tdk ada nya",0
"barang cepat sampai , pengiriman baik ok . kemasannya rapi terima kasih",1
pelayanan ga bgt deh . saya pakai ekspedisi gojek instan dari jam 9 pagi ternyata baru di proses pihak toko 3 sore,0
cepat respon kirim dan barang tepat sesuai harapan . sudah di coba bisa lgs digunakan sukses sll ya mantap,1
pengalaman sy beli disini disuruh apa ditulis . mau buru cepet selesai kerja akhirnya jd ceroboh,0
barang diterima dengan baik . packing sangat rapi dan aman kualitas produk bagus terlihat original recomended untuk wilayah jatim,1
penjual kurang teliti memberi saran kpd pembeli . hasil embossed nama berwarna putih kontras sekali dan jelek perpaduannya minta nomor diembose pun sdh tercatat tapi juga lalai mengkomentari shg hasilnya jg tdk diembosed mengecewakan saya ga bisa ksh foto krn ada nya tercetak,0
pesen dikirim no tapi tetep cukup . barang bagus bahan ok next order lagi recomend lah belanja di lapak ini sip,1
"rak nya bagus , lebih lagi sepatu saya",1
kuenya wangi sekali,1
"belum dicoba , pengiriman lama",0
"baru diterima sesuai foto , lalu dicharge pas balik baterai sdh menggelembung dan rusak total terima kasih",0
"cemilan tempe paling mantap . gurih , nggak berminyak bikin haus seller tiap bungkus di bubblewrap masuk dus",1
"diluar expektasi saya , benar ukuran super mini tidak ada bedanya dengan box kontener yg di pasar 3 tingkt cma karena space diatas itu saja kelebihanya ukur lebarnya cuma sejengkal antar jempol ibu jari dan tengah kecil . harg lumayan mahal ?",0
gak sesuai yg di pesannya merk apa malah kirim nya dompet ginian sdh gitu rugi banyak pas retur ganti ongkir,0
kenapa barang yang datang tidak sesuai saya pesan ? sudah terlanjur tekan transaksi selesai . mudah mudahan pesanan sedang proses dengan,0
"spec barang yg datang tidak sesuai gambar series , mah battery kami terima kapasitas hanya . mohon respon nya kak after 3 days of no reliable response please update amp deskripsi stock",0
barang sesuai deskripsi .,1
byk yg hancur dikirim ke jkt,0
makasih bang cepet sampai mantul,1
tidak dapat hadiah dan di info kalau hadiahnya ada . mengecewakan sesuai dgn poto,0
model brang sdh sesuai deskripsi . tapi kenapa ukuran 4nya ndak ya panjang tinggi spatunya kyk kaki no aku kasih foto sepatunya yg tak coba pakai,0
"semoga awet ya , di dalemnya juga udah sol .",1
"response seller instant , produk sesuai pesanan",1
sangat puas belanja di toko ini,1
ok bagus sesuai pesanan,1
"enak dan cepat sampai , terimakasih",1
sudah pesan yg kedua,1
"sempat ketukar bwg putih tp nya juga bagus wangi dan saya pakai , beli lagi deh merah makasih ya mlidjo",1
kecewa makanan yg di kirim kurang 1,0
"barang ga sampai sudah ke ekspedisi juga ada , udh minta kasih ulasan saja smoga yg nerima tuh berkah besok lagi beli disini",0
mksih boz . nanti ane psen lgi de,1
"barang sesuai dengan yang ditawarkan , kwalitas sangat baik terima kasih bonusnya",1
barang ok . kirim cepat makasih ya,1
terimakasih . barang sudah di terima dengan baik,1
"halo kak , makasih ya cemilannya sudah sampai . seperti biasa packing aman dan rapi free bubble kardus karena itu gak ada yang hancur untuk rasa belum di coba hehe semoga enak",1
"cepat , sesuai deskripsi amp fungsi mantap",1
harga gak pernah bohong . baru pakai 1 hari mati bisa dipakai,0
pesannya hitam datang barangnya biru kesal kali dan malas komplain,0
"toko tdk kooperatif , pesanan duplikasi di minta cancel tapi tetap saja dikirim . maaf terpaksa saya kasih bintang 1 kwalitas barang biasa",0
sip mantap . trims atas pelayanan packing yg baik barangnya kapan mo pesan besar,1
pengiriman lama . kemasan tidak bagus,0
"sebelum barang ini , saya mendapatkan konfirmasi dari penjual bahwa charger dapat digunakan utk mencharge laptop asus zen book flip . dalam kenyataan nya tidak bisa",0
udah di coba berbagai merek hp kadang berpungsi enggak .,0
"produk mengecewakan , kualitas barang jelek",0
iklannya seragam pgri kemeja hem katun pria . tp ternyata bahannya bukan smg ke depan deskripsi sama dg shg pelanggan tidak kecewa lo,0
"barang ny udah langsung pake , sedep",1
hp tiruan yang sama cuma bentuk merek aja isi nya zoonk,0
kenapa barang ini gada ya,0
"barang sesuai pesanan , respon cepat",1
"bagus , pengiriman dan respon seller cepat . mudah mudahan awet",1
barang sesuai dengan gambar . kualitas ok,1
brg sudah sampai dgn sehari . tp sy kecewa krn minta warna di mix yg dtg cm wrn cb dichek permintaan pembeli ya sekali sj belinya deh,0
kecewa dengan pelayanan toko ini . ada barang bermasalah disuruh tekan komplain tetapi kenyataannya ribet dibelakangnya kapok belanja disini hanya senilai 7rb minta video sampai 3x tidak berfungsi masih saja menolak semoga berkah,0
enak skl . ya seller kirimnya cepat,1
gan . kok ps nya baru udah mati sendiri tiba tombol hijaunya merah trus,0
pengiriman super cepat . thanks bosku,1
"enak . kulit choipan nya tipis , isinya banyak",1
"salah satu kakinya ada yg bengkok , jadi gabisa dipake udah minta refund tetep yasudahlah",0
"sesuai deskripsi , sangat baik cepat sampai",1
"packing tebal banget aman , langsung pasang joz . tinggal tunggu bayaran dari konsumen matur nuwun",1
wangi tidak begitu ada isi ulang nya,0
packing rapi amp aman . kualitas barang bagus,1
ntaps . work ga ada problem cuma berasa kurang lembut,1
"respon sellernya cepet banget , malem aja diladenin . dikasih panduan install pula bwt yg pemula pasti kebantu mantaapp gan",1
"barang sdh diterima , thanks .",1
barang sudah diterima kwalitas ok .,1
ok barang sudah smp makasih,1
terima kasih .,1
pembelian yang kesekian kali . thanks seller,1
"maaf saya kecewa dengan barangnya , lubang chargernya geser jadi tidak bisa dipakai",0
"official store aja spt ini gmn klo beli di toko lain ? udh smp taun baru ga ada penyelesaian , dr pembelian awal desember sy ingatkan pastikan brg bgs pas sampai besoknya keluhkan tutupnya bs dipasang tgl menyatakan bersedia kirim tutup yg semua buktinya chat saya . tp bukan main bertele menawarkan solusi nyata pan krn butuh kacanya malah dikirim brand dan pelayanan kualitas rendah pengalaman sangat mengecewakan mengirim barang berfungsi namanya penipuan akan carote lg rekomendasi",0
barang sudah sampai dan sesuai dengan pesanan . terimakasih,1
"pengiriman cepet , tapi qualitas barangnya jelek kekuatan baterai nya cuma bertahan 40 menit klo dicas ada suara berdesis .",0
"sesuai semuanya , top markotop",1
bumbu kemanisan ini bukan kimchi bumbunya jauh bgt,0
thanks barang sudah sampai . mantap,1
"bagian dalam cover kotor , halaman terakhir juga packaging kurang aman jd atas buku agak terlipat",0
ada binatang hidup dalam bungkusnya . expired desember 202 tp kualitasnya gini ga saya buang krn jijik,0
kualitas ok dan banyak bonusnya . thanks wakai official store,1
"respon penjual cepat . barang sampai juga namun kualitas tidak sesuai deskripsi begitu net dipasang , penguncinya langsung putus",0
overall good walau warna dikirim gak sesuai request,1
"semua port berfungsi baik , sesuai harapan",1
"seller cepat tanggap , barang bagus sudah coba dan berjalan dgn baik semoga awet . sukses trs ya gan",1
bagus bgt bukunya . suka makasih,1
cepat dan mantab . fast respon,1
ada 1 bagian yg tidak,0
"perakitan perlu di adjust sendiri supaya kain kencang dan rangka presisi . bakal kendor agak peyot kalau ngikut cetakan pabrik bahan oke , lumayan kokoh satu baris maksimal muat 3 pasang sepatu",1
barang diterima dengan baik dan berfungsi secara normal . tidak rugi sudah 2x beli di toko ini,1
"barang yg saya terima bukan original nokia , kecewa .",0
"barang bagus . pas , pengiriman cepat makasih kak",1
gak bisa untuk semua merek keyboard,0
"kaca jam ny lepas , g tanggung jwb",0
harga rb . kualitas maap sedikit kecewa,0
lilinnya udah rusak banget goldnya .,0
aja yg bicara . top dah,1
sangat puas semoga lancar usahanya gan,1
wah dapet free biskuit . terimakasih,1
rasanya enak . udh itu aja,1
"amazing warna putihnya keren dan fungsional normal , recomended seller barangnya bagus .",1
"kaki tripod rusak , tdk bs terkunci di angkat lsg turun",0
"bahan berbeda , lain kali lebih konsisten",0
kelamaan pengiriman barang,0
barang sesuai deskripsi dan pengirimannya cepat .,1
cukup baik sesuai harga,0
"selalu memuaskan . kualitas produk ok , harga layak pengiriman aman terimakasih",1
sesuai pesanan .,1
"pengiriman cepat dan packing baik . baterai sudah dicoba sejauh ini kualitasnya sangat memuaskan , untuk pemakaian standar tahan hingga jam persentase daya ketika digunakan berkuran secara normal tidak tiba drop kekurangannya size pas dengan body laptop sehingga harus benar dipaksa jika diamati menyebabkan agak melengkung",1
respon yang cepat dan barang sesuai deskripsi . sangat memuaskan,1
"pelayanan cepat , mantap barang bersahabat paling murah sukses selalu",1
"pelayanan baik dan respon cepat , terima kasih",1
barang diterima dengan baik . dan produk ok banget semoga awet,1
baru 3 hari udh ga ngegrip,0
"mantab , semoga sukses selalu",1
salah size . minta xl dikirimnya s ?,0
"sesuai gambar , seller fast respon . thanks",1
top sesuai d apl,1
mantap bagus gan . maaf baru ngulas,1
"sip , .",0
"produk original ? . nyaman dipakai pembelian ke 5 dan masih sangat puas , sukses selalu yaa",1
barang sudah saya terima . sesuai deskripsi packing rapi,1
fast respon cuma barang tdk sesuai foto ok makasi ya,0
barang datang aja gak sesuai ukuran,0
respon cepat . kualitas bagus semoga awet,1
"barang sesuai pesanan , original millar pengiriman cepat . recommended seller",1
bagus dan cepat .,1
"sorry baru kasih ulasan , 5 bintang deh buat agan",1
"barang bagus , berfungsi dgn baik .",1
"kualitas menurun , sambungan bagian tengah mudah sobek",0
"sangat memuaskan , barang bagus harga oke mantap pokoknya ya",1
"minta warna putih , yg dikirim bening . ngasal bae mata lo sowek",0
"barang udah diterima gan , mantap sesuai pesanan",1
keren jam tangannya . recommended banget deh,1
"puas sama barang nya tidak mengecewakann , sipp lah pokoknyaa .",1
"berfungsi baik , sesuai deskripsi produk",1
kecewa aja sih sama kebijakan tokonya huhu,0
selalu puas dan baik .,1
"hati belanja disini dapet unit cacat suruh ajukan komplain nti mau dituker trnyta tokonya sndiri yg blg gabs , official store abal ini mah . ga jelas solusinya gmn",0
tidak bisa pake nelpon . berdengung suara mic nya,0
"barang bagus , pengiriman cepat .",1
"harga murah , barang oke seller fast respon",1
"ketika menerima barang yang dikirim kondisinya mati , kemudian di klaim responnya lama banget apalagi minta alamat toko offline untuk retur mana biaya sendiri terkesan ditutup ditutupi . sorry for this comment",0
"produk sesuai dengan deskripis , good seller",1
"mantap gan keren work recomended , sesuai gambar",1
belum dibuka dusnya coba produk ini . baru diminum hari sabtu nanti pengiriman cepat rekomendasi banget beli ramune di toko semoga bisa ya buka botol ramunenya hahaha,1
barang keterima dengan baik dan pengiriman cepat . barangnya sesuai deskripsi recomended,1
"barang sdh sampe , packing rapih namun sayang respon chat lambat",1
produk diterima kondisi hancur,0
bagus . empuk,1
"yogs mantap sekali , bisa main nba 2k sama pes lg",1
"baru pertama kali pesen , puas banget dr segi pelayanan packing rasa pokoknya recomended",1
paket datang dengan kondisi dusnya sebagian rusak dan kotor kayak bekas jatuh . dicek dalemnya lakban nya pun menyedihkan,0
telat kirim . barang sesuai,1
terima kasih . barang sudah diterima dgn baik,1
barang dibilang ready . ga taunya dikirim maen refund aja,0
"tulisan atau replika sebaiknya ditulis lebih jelas lagi , ditambahkan di nama produk kecuali jika memang mengincar juga pembeli yg kurang cermat seperti saya p",0
"barang bagus , cepat sampai",1
brg selalu gan,1
paket telah diterima baik . terima kasih,1
barang bagus proses cepat,1
berfungsi dengan baik dan bijaks,1
casannya gak bs ngisi dan batre nya cpt habis,0
"sesuai dengan keinginan , cuman belum pernah dipake jadi saya kasih bintang 4 dulu ya",1
"barang sesuai gambar , chat dibalas cepat dan pengiriman . keren keep up the good work",1
barang nya sudah saya terima gan . terimakasih,1
"barangnya bagus , datengnya juga cepet . thanks ya",1
"pengiriman lama banget , dough nya juga jelek ga lentur seperti biasanya",0
pengirimannya koq lama bgt ya . order kamis br dikirim setelah dichat tny kapan alhasil gagal memberi perbaiki kinerjanya,0
"beli banyak macam barang , tapi produk ini tidak dikirimkan",0
packing rapi dan respon cepat . recommended,1
"barang sesuai foto , mantap",1
koneksi jelek . sering tidak terbaca repot mesti re plug ulang kalau,0
"kekecilan , ukuran tidak sesuai deskripsi",0
sudah diterima . sesuiai pesanan terimakasih,1
"waduh bro kurang teliti dalam qc , tp utk harga segitu ok lah . ada yg bopeng dibagian lingkaran jam dan pengaitnya ane kira stainles ternyata plastik thx yah overall saya puas",0
barang sudah diterima dengan baik,1
"jelek banget lakbannya , sangat tipis dan terlalu lengket . yg malah 2 sisi yaitu bagian bawah atas jadinya mengganggu ? karna bisa mengakibatkan paket orang lain menempel pada kita penyok",0
kualitas hp cukup baik dan respon cepat,1
produk bagus . berfungsi sangat baik lolos test,1
"ulasan hanya untuk product saja bukan toko ya karena respon cukup baik . produk ini kekurangannya adalah battery yg tidak bagus pengiriman pertama dapat charging sy return , datang pengganti sempat pakai 2 harian setelah itu keok dan gk mau charge bisa dipakai lagi entah dikirim kesaya kebetulan cacat atau memang gamesir tidka",0
"terbaik pokoknya , internet langsung on",1
terima kasih atas dikirimkannya dan sudah kami dengan baik,1
analog kanan gak bisa berfungsi maklum harganya kelewat murah,0
masa dikirimnya ke nomer 3 padahal di situ sudah tertulis alamatnya untungnya masih tetangga saya jadi tau,0
puas banget sepatunya lucu bngett,1
"coba gak dichat , tau deh dikirim kapan . proses pengemasan cukup lama sampe 3 hari tanpa bubble wrap untung tidak penyok",1
"sesuai , semoga awet .",1
"jam nya bagus , harga murah semoga awet dan tahan lama . sukses slalu",1
"kurang memuaskan gan , barang diterima satu tombol nya tidak berfungsi dan sesuai deskripsi . kecewa berat",0
kualitas produk ok . harga juga,1
"delivery cepat , packing rapih produk sesuai deskripsi gambar trims ya gan",1
saya salah beli . jadi ngga bisa kasih bintang 5 terpakai barang nya,0
"sesuai dengan deskripsi , ori dan kualitas bagus",1
barang sudah saya terima dengan baik,1
"semua lengkap , packing bagus dan rapi recomended seller",1
"produk bagus , ga licin saat dipakai trimakasih banyak",1
udangnya ya ?,1
produk out of stock dipakai nomor resi pengiriman sebelumnya . saya sampai curiga sama tetangga dan kurir jne memang sudah dikasih barang pengganti tapi tetap saja ketidak telitian kalian membuat hubungan dengan orang lain tidak baik mohon diperbaiki ke depannya,0
"produk rusak , tdk bisa digunakan . sudah komplain ke penjual trus disuruh tukar setelah batre dikirim merespon lagi kecewa",0
"barang sudah sampe dengan selamat , proses cepat sesuai gambar . trims",1
"produk sesuai , sering mampir ke toko ini",1
"barang rekondisi , tidak dicantumkan pada deskripsi",0
jumbo ternyata setelah di buka ukuran nya cuma setengah kardusnya . ?,0
"barang bagus di terima dgn baik , cepat pengirimannya .",1
"dilapaknya merk mtech , tp yg dikirim nisuta barang sangkat ringkih dan enteng beli mhn hati gan biar ane aja kecewa",0
"lampunya berfungsi , nyala lumayan kekuatan batere di jemur seharian cuma 4 jam . barang yg sampai soket bautnya patah jadi sedikit terbuka",0
produk bagus . fast respon jugaa,1
barang dah awet .,1
barang sampai dan begitu di tes gak ada ngaruh . mana lampu keduanya hidup tombol on off fungsinya lebih baik usah jual,0
bau bgt kayak sampah,0
official store produknya cuman d bungkus plastik ? sebercanda itu tokopedia lolosin ini toko jadi,0
barang cepat sampai dan tepat apa yang di pesan,1
super gemas thank you,1
"baru pertama beli di alive , alhamdulillah pas . sepatunya juga enakeun kayaknya ga bakalan bikin pegel kalo dipake",1
packing aman pake wrap . seller fast response mantap betul,1
mantaaplpll gan,1
oke banget sesuai pict .,1
tidak berfungsi .,0
barangnya kosong .,0
packing rapih baranh berfungsi baik smoga awet,1
bagus semoga awet sendalnya dan belum dipake baru dicoba pas,1
barang kurang bagus . pengiriman pakai pos lama sekali,0
good seller . service barang seperti deskripsi,1
"respon cepat , barang sesuai gambar pas dengan harga nya",1
m ring nya berfungsi dengan baik . packing recommended seller sudah 2 kali beli di sini fast respon n action,1
walpaper dalam jam kacanya lecek sesuai dengan pict,0
ya yg hitam suara pecah .,0
saya beli dari pagi sekali dikirim nya malam hari luar biasa patut dapat bintang 1,0
"produk sesuai deskripsi . packing rapi dan aman thanks , ubs ?",1
"bagus . malah jangkauan wifi nya lebih jauh dari ruter saya yg satu lagi , harganya 4x lipat setupnya juga very easy and simple thx gan sukses selalu",1
sangat kecewa dan menyesal,0
terlalu basah bawangnta,0
ga efek . buang duit mending beli parfum smprot biasa,0
"fast respon , ssuai desc . tks bos",1
ukurannya tidak sesuai harapan,0
"sesuai dgn harapan sy , thx",1
"makasih ya mas sudah salah kirim , next time dicek dulu",0
layanan cs sangat mengecewakan,0
suka bgt lucu terimakasih sis,1
enak dan crunchy . pas banget buat yg ga mau ada minyak tepung,1
"cepet responnya , ramah kualitas barang ajib sesuai gambar top pesen jam 9 1 sampe by go send thanks gan",1
bagus . sesuai dengan deskripsi,1
"saya beli hp ini penjualnya langsung kirim ke tempat bude di sumatra . menurut beliau , baru sehari dipakai sudah tidak bisa dicharge pas dicek servis dibilang kalo samsung palsu mengecewakan mana 2 pcs pula",0
pemesanan cpt warna hp ga sesuai dg pesanan,1
barang ok sesuai pesanan .,1
"barang nya robek dan penyok , di chat ke penjualnya malah bilang wajar karna produksi masal . trus tulisannya pake capslock semua tanpa maaf krna ini kebablasan kan sebelum kirim harus cek dulu mana posisinya kebalik yg bagian dalam diluar ngebaliknya susah kaku",0
"respon cepat , bisa diandalkan kalo lagi buru produk kedetect sama printernya kok . thanks gan",1
barang bagus . sesuai variasi yang dikirim bakal jadi langganan deh,1
produk sesuai dan packing rapih,1
